t_id;vendor;buyer;prod_id;date_time;price;validated_by;status;phase;event;month;product_tx_no;completed_transfer_no;is_resale;is_relevant
24100802;quinn.cho;windermerepublicartconservan;100678;2024-10-08 10:29:17;231000.0;72880343;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100803;elmsteadhistoricalsociety;vanecapital2;100760;2024-10-08 12:06:32;266500.0;75941901;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100804;cassidy.ito;ashcroftcapital2;100507;2024-10-08 12:57:38;769000.0;36058655;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100805;julia.roberts;helvale7;100489;2024-10-08 16:59:20;153500.0;72880343;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100806;yorkfieldfurnituredesignarch;valecapital2;100018;2024-10-08 17:23:46;212000.0;96187039;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100807;elias.estrada;malik.johnson;100570;2024-10-08 18:02:16;650500.0;;CANCELLED;4;24;2024-10;1;;FALSE;FALSE
24100808;redcedarfolkartfoundation;elmsteadhistoricalsociety;100633;2024-10-08 20:24:26;417500.0;87658927;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100901;aiden.patel;selene78;100378;2024-10-09 09:06:45;693500.0;87292197;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100902;pineharborrailwayhistorycent;wexlercapital2;100554;2024-10-09 09:18:36;638000.0;23121126;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100903;harborlightmuseumofprintedar;windermeredesignheritage_org;100049;2024-10-09 09:23:22;644500.0;45562918;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100904;pineharborrailwayhistorycent;wexlercapital2;100577;2024-10-09 11:10:21;354000.0;45562918;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100905;rosemontmuseumofmoderncraftd;EleanorRook;100106;2024-10-09 11:28:08;566500.0;75941901;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100906;southbanktextilearchive;CelesteRoth;100273;2024-10-09 11:43:52;542000.0;87658927;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100907;ethan.knight;southbankmaritimeheritagemus;100204;2024-10-09 11:43:59;123000.0;36058655;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100908;southbankmaritimeheritagemus;ashcroftcapital2;100521;2024-10-09 12:48:59;1267000.0;87658927;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100909;theo.foster;ashcroftcapital2;100206;2024-10-09 13:44:25;334000.0;16660212;COMPLETED;4;24;2024-10;2;1;FALSE;FALSE
24100910;brookfieldhistorichousefound;elliscollections;100112;2024-10-09 15:55:33;746000.0;96187039;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100911;juniperridgepublicartconserv;davisauctionpartners;100374;2024-10-09 16:18:54;605500.0;45562918;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100912;ftran_westhave;davisauctionpartners;100450;2024-10-09 19:53:00;443500.0;96187039;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24100913;ftran_westhave;ashcroftcollection;100305;2024-10-09 20:52:33;104500.0;87658927;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101001;elmsteadculturalpreservation;crosscapital2;100286;2024-10-10 09:30:15;476500.0;23121126;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101002;southbanktextilearchive;ronanA;100245;2024-10-10 10:26:06;620500.0;72880343;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101003;aaron.olsen;caesar;100359;2024-10-10 10:54:48;899500.0;35242525;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101004;lucia.knight;aaron.olsen;100218;2024-10-10 11:20:35;440000.0;36058655;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101005;copperlinemuseumofphotograph;TheoKincaid;100540;2024-10-10 13:20:27;1582000.0;23121126;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101006;quinn.campbell;akira.bennett;100517;2024-10-10 16:34:00;994000.0;77404927;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101007;elmsteadculturalmemoryprojec;windermeredesignheritage_org;100221;2024-10-10 17:09:57;633500.0;45562918;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101008;redcedarfolkartfoundation;parkhurstpublicartconservanc;100556;2024-10-10 17:24:49;1253000.0;;PENDING;4;24;2024-10;1;;FALSE;FALSE
24101009;windermeremuseumofmoderncraf;rothartadvisory;100712;2024-10-10 20:07:14;4017000.0;;CANCELLED;4;24;2024-10;1;;FALSE;FALSE
24101101;aaron.olsen;crosscapital2;100596;2024-10-11 09:13:59;1887000.0;72880343;COMPLETED;4;24;2024-10;2;1;FALSE;FALSE
24101102;imani.reed;ashlandmuseumofprintedarts;100272;2024-10-11 12:46:00;285000.0;23121126;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101103;malik.johnson;HelenaVale;100290;2024-10-11 13:23:18;1892000.0;96187039;REJECTED;4;24;2024-10;1;;FALSE;FALSE
24101104;foxgloveartistslegacytrust;DominicHale;100484;2024-10-11 15:41:31;613000.0;16660212;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101105;isaac.shah;harborlightpublicartconserva;100346;2024-10-11 16:18:46;1171000.0;72880343;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101106;harborlightpublicartconserva;ari.turner;100195;2024-10-11 18:51:18;1679000.0;36058655;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101201;eastgateindustrialartsmuseum;andersonartadvisory;100134;2024-10-12 11:42:03;326500.0;72880343;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101202;eastgateindustrialartsmuseum;EleanorRook;100337;2024-10-12 14:15:39;430000.0;87658927;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101203;copperlinemuseumofphotograph;mwexler_alt;100673;2024-10-12 14:57:52;286000.0;;PENDING;4;24;2024-10;1;;FALSE;FALSE
24101204;hearthstonefolkartarchive;rothartadvisory;100312;2024-10-12 15:25:31;532000.0;77404927;REJECTED;4;24;2024-10;1;;FALSE;FALSE
24101401;oakhollowmuseumofappliedarts;ronanA;100621;2024-10-14 09:25:17;797500.0;;CANCELLED;4;24;2024-10;1;;FALSE;FALSE
24101402;oakhollowmuseumofappliedarts;ruby.reed;100261;2024-10-14 09:29:49;721500.0;96187039;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101403;northbridgemuseumofmoderncra;priya.lane;100012;2024-10-14 11:25:56;110500.0;35242525;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101404;theo.foster;redcedarfolkartfoundation;100589;2024-10-14 12:14:45;304000.0;23121126;CANCELLED;4;24;2024-10;1;;FALSE;FALSE
24101405;nathan58;aiden.patel;100440;2024-10-14 13:09:57;894000.0;87292197;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24101406;georgia.lee;nwhitmore_family2;100034;2024-10-14 14:23:50;105000.0;;PENDING;4;24;2024-10;1;;FALSE;FALSE
24101407;mina.singh;MWexler;100056;2024-10-14 14:25:57;271000.0;16660212;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101408;ashlanddecorativeartsarchive;kai.romero;100548;2024-10-14 15:22:29;324500.0;75941901;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101409;ari.turner;tariqinvests;100666;2024-10-14 15:22:45;189000.0;96187039;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24101501;heritagerowceramicsmuseum;CeliaSterling;100667;2024-10-15 08:53:37;274000.0;72880343;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101502;quinn.cho;walkercollections;100150;2024-10-15 10:13:46;423500.0;75941901;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101503;akira.bennett;liucollections;100370;2024-10-15 14:32:38;170000.0;96187039;CANCELLED;4;24;2024-10;1;;FALSE;FALSE
24101601;felix.romero;valecapital2;100449;2024-10-16 15:44:24;409000.0;87658927;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101602;harborlightdecorativeartsarc;malwex_hold3;100470;2024-10-16 16:56:01;198000.0;35242525;REJECTED;4;24;2024-10;1;;FALSE;FALSE
24101603;parkhurstpublicartconservanc;EleanorRook;100208;2024-10-16 17:32:12;245000.0;72880343;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101604;camila.park;emilia.cho;100565;2024-10-16 20:25:59;470500.0;87658927;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101701;stonefieldmaterialcultureins;celine.irwin;100091;2024-10-17 13:29:51;359500.0;23121126;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101702;oakhollowmuseumofappliedarts;theo_kinc2;100278;2024-10-17 19:21:00;287000.0;96187039;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101801;rosemontmuseumofmoderncraftd;isaac.shah;100628;2024-10-18 10:15:01;749500.0;77404927;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101802;rosemontdesignheritagecenter;tanglewoodculturalmemoryproj;100696;2024-10-18 11:54:49;920500.0;36058655;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101803;harper.ellis;parkhurstceramicsmuseum;100274;2024-10-18 15:35:23;232500.0;87292197;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24101901;elea_rook7;crosscapital2;100201;2024-10-19 09:03:17;344000.0;23121126;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24101902;windermeredesignheritage_org;obexley_family3;100221;2024-10-19 11:00:07;614000.0;36058655;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24101903;southbankmaritimeheritagemus;elliscollections;100204;2024-10-19 14:50:02;133500.0;90907400;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24101904;ashlandmuseumofprintedarts;wexlercollection;100617;2024-10-19 15:57:44;752000.0;35242525;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24102001;crosscapital2;howellartadvisory;100286;2024-10-20 10:29:16;515500.0;87658927;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24102002;akira.bennett;georgia_elli;100517;2024-10-20 13:53:02;979500.0;45562918;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24102003;priya.nelson;northbridgemuseumofmoderncra;100466;2024-10-20 14:37:50;1306000.0;96187039;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24102004;southbanktextilearchive;redcedarfolkartfoundation;100155;2024-10-20 15:32:24;1170000.0;75941901;REJECTED;4;24;2024-10;1;;FALSE;FALSE
24102101;elmsteadculturalmemoryprojec;davisauctionpartners;100644;2024-10-21 09:42:46;780000.0;96187039;REJECTED;4;24;2024-10;1;;FALSE;FALSE
24102102;aaron.olsen;rothartadvisory;100750;2024-10-21 10:11:05;149000.0;87658927;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24102103;copperlinemuseumofphotograph;vanecapital2;100045;2024-10-21 14:05:38;135000.0;96187039;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24102104;ravenwoodcraftpreservationso;avane_alt;100676;2024-10-21 14:54:47;335000.0;23121126;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24102105;southbanktextilearchive;adamscollections;100227;2024-10-21 15:49:58;757000.0;77404927;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24102106;southbankmaritimeheritagemus;celi_ster3;100488;2024-10-21 17:17:33;738500.0;35242525;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24102201;windermerepublicartconservan;ronanA;100678;2024-10-22 08:16:54;238000.0;72880343;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24102202;mwexler_alt;tariqinvests;100762;2024-10-22 08:58:14;996000.0;72880343;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24102203;vivienne.cross;PriyaSethi;100262;2024-10-22 10:20:31;249000.0;16498618;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24102204;highlandartistslegacytrust;celrot_hold2;100240;2024-10-22 10:46:04;211000.0;36058655;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24102205;khalil.kapoor;vivcross7;100759;2024-10-22 12:03:24;666500.0;72880343;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24102206;ronanA;tariqinvests;100245;2024-10-22 14:44:17;627500.0;87292197;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24102207;isaac.rivera;crosscapital2;100062;2024-10-22 15:45:53;78600.0;35242525;COMPLETED;4;24;2024-10;1;1;FALSE;FALSE
24102301;DominicHale;ashlandmuseumofprintedarts;100236;2024-10-23 09:59:46;477500.0;36058655;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24102302;davisauctionpartners;abigail.martinez;100374;2024-10-23 13:33:22;599500.0;96187039;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24102303;elliscollections;windermeredesignheritage_org;100112;2024-10-23 19:30:38;781000.0;72880343;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24102401;helval_hold6;ramirezauctionpartners;100405;2024-10-24 10:27:27;145000.0;87658927;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24102402;ashcroftcollection;heritagerowmaterialculturein;100305;2024-10-24 11:49:54;103000.0;16660212;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24102403;silvermarshdecorativeartsarc;southbankmaritimeheritagemus;100244;2024-10-24 13:15:10;211500.0;;PENDING;4;24;2024-10;1;;FALSE;FALSE
24102404;fairmontmaritimeheritagemuse;ruby.reed;100229;2024-10-24 14:01:10;68800.0;35242525;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24102501;elmsteadhistoricalsociety;georgia_elli;100408;2024-10-25 15:36:48;156500.0;35242525;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24102502;windermeredesignheritage_org;orchardhousecommunityartsfou;100049;2024-10-25 17:49:10;698000.0;75941901;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24102503;julia.roberts;howellartadvisory;100109;2024-10-25 20:49:10;288500.0;87658927;REJECTED;4;24;2024-10;1;;FALSE;FALSE
24102601;emilia.sullivan_curator;windermerepublicartconservan;100679;2024-10-26 10:29:45;73600.0;;CANCELLED;4;24;2024-10;1;;FALSE;FALSE
24102602;wexlercapital2;cassidy.ito;100577;2024-10-26 13:59:23;352500.0;35242525;COMPLETED;4;24;2024-10;2;2;TRUE;FALSE
24102901;renee.kim;ari.turner;100363;2024-10-29 16:24:54;385500.0;;FAILED;4;24;2024-10;1;;FALSE;FALSE
24103001;willowmererailwayhistorycent;helvale7;100478;2024-10-30 14:22:29;602000.0;23121126;REJECTED;4;24;2024-10;1;;FALSE;FALSE
24103002;yorkfieldfurnituredesignarch;vanefamilyoffice;100490;2024-10-30 17:52:32;532500.0;87292197;FAILED;4;24;2024-10;1;;FALSE;FALSE
24110301;theo.kim;croth_alt;100594;2024-11-03 10:51:12;742500.0;;CANCELLED;4;25;2024-11;1;;FALSE;FALSE
24110302;aaron.olsen;celine.irwin;100275;2024-11-03 12:36:51;1335000.0;16660212;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110303;theo_kinc2;davisauctionpartners;100278;2024-11-03 13:11:09;279500.0;23121126;COMPLETED;4;25;2024-11;2;2;TRUE;FALSE
24110304;aaron.olsen;GrantMercer;100232;2024-11-03 13:20:48;422500.0;16498618;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110401;tariqinvests;valecapital2;100762;2024-11-04 09:03:37;1085000.0;16498618;COMPLETED;4;25;2024-11;2;2;TRUE;FALSE
24110402;aiden.patel;windermeredesignheritage_org;100345;2024-11-04 09:52:04;332000.0;23121126;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110403;rosemontmuseumofmoderncraftd;wexlercollection;100269;2024-11-04 11:18:30;254000.0;72880343;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110404;rosemontmuseumofmoderncraftd;vivienne.cross;100620;2024-11-04 11:28:24;2970000.0;23121126;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110405;yara.diaz;eastgateindustrialartsmuseum;100216;2024-11-04 16:37:16;699000.0;;FAILED;4;25;2024-11;1;;FALSE;FALSE
24110406;vanefamilyoffice;northbridgemuseumofmoderncra;100407;2024-11-04 16:39:43;1536000.0;16660212;COMPLETED;4;25;2024-11;2;2;TRUE;FALSE
24110407;harper.ellis;howellartadvisory;100170;2024-11-04 18:45:16;358500.0;35242525;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110501;cassidy.ito;andersonartadvisory;100321;2024-11-05 08:11:05;148500.0;16498618;FAILED;4;25;2024-11;1;;FALSE;FALSE
24110502;rosemontdesignheritagecenter;meridianmillercollections;100241;2024-11-05 09:29:58;659500.0;96187039;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110503;isaac.rivera;wexlercapital2;100259;2024-11-05 10:27:50;691000.0;77404927;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110504;greatlakesindustrialartsmuse;castillocollections;100435;2024-11-05 10:51:06;923000.0;90907400;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110505;quarrylanecraftpreservations;redcedarfolkartfoundation;100017;2024-11-05 10:59:23;73800.0;45562918;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110506;elmsteadhistoricalsociety;vanefamilyoffice;100419;2024-11-05 12:00:08;282500.0;87658927;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110507;windermeremuseumofmoderncraf;vanecapital2;100365;2024-11-05 12:09:02;1297000.0;77404927;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110508;granitehillmuseumoflocalindu;windermerepublicartconservan;100163;2024-11-05 14:57:24;611500.0;87658927;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110509;augvan_hold1;kai.romero;100497;2024-11-05 15:10:04;519500.0;16660212;COMPLETED;4;25;2024-11;2;2;TRUE;FALSE
24110510;theo.foster;elmsteadhistoricalsociety;100413;2024-11-05 16:29:43;485000.0;87292197;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110511;yara.flores;brookfieldhistorichousefound;100123;2024-11-05 17:45:49;119000.0;90907400;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110512;reina.sullivan;priya.lane;100176;2024-11-05 19:04:36;239000.0;23121126;COMPLETED;4;25;2024-11;2;1;FALSE;FALSE
24110601;windermeremuseumofmoderncraf;valecapital2;100276;2024-11-06 12:54:14;963500.0;16498618;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110602;fairmontmaritimeheritagemuse;whiteclifffolkartarchive;100306;2024-11-06 13:50:30;497000.0;72880343;COMPLETED;4;25;2024-11;2;1;FALSE;FALSE
24110603;ftran_westhave;mwexler_alt;100341;2024-11-06 15:39:44;623500.0;16660212;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110604;aldergrovefurnituredesignarc;choiartadvisory;100487;2024-11-06 15:43:11;805000.0;35242525;REVERSED;4;25;2024-11;1;;FALSE;FALSE
24110605;hearthstonefolkartarchive;MWexler;100199;2024-11-06 15:59:10;254500.0;36058655;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110606;isaac.rivera;lucia.knight;100504;2024-11-06 16:34:18;408000.0;96187039;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110701;northbridgemuseumofmoderncra;jade.campbell;100366;2024-11-07 09:13:28;300500.0;96187039;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110702;ironwoodcraftpreservatio_org;cassidy.ito;100135;2024-11-07 10:31:21;293000.0;;PENDING;4;25;2024-11;1;;FALSE;FALSE
24110703;stonefieldmaterialcultureins;orchardhousecommunityartsfou;100256;2024-11-07 11:32:11;113000.0;36058655;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110704;priya.nelson;granitehillmuseumoflocalindu;100537;2024-11-07 11:44:18;998500.0;75941901;REVERSED;4;25;2024-11;1;;FALSE;FALSE
24110705;highlandartistslegacytrust;renee.kim;100438;2024-11-07 14:49:34;640500.0;45562918;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110706;davisauctionpartners;elliscollections;100450;2024-11-07 14:51:12;428500.0;72880343;COMPLETED;4;25;2024-11;2;2;TRUE;FALSE
24110707;fairmontmaritimeheritagemuse;ronashcroft7;100166;2024-11-07 15:10:20;416000.0;87658927;COMPLETED;4;25;2024-11;3;3;TRUE;FALSE
24110708;kai.romero;adamscollections;100548;2024-11-07 17:03:16;352500.0;72880343;COMPLETED;4;25;2024-11;2;2;TRUE;FALSE
24110709;cassidy.ito;reyesfineobjects;100410;2024-11-07 17:41:18;723500.0;96187039;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110801;howellartadvisory;foundrybennettfineobjects;100286;2024-11-08 09:10:39;534000.0;16498618;COMPLETED;4;25;2024-11;3;3;TRUE;FALSE
24110802;avane_alt;ashlanddecorativeartsarchive;100753;2024-11-08 10:08:43;1017000.0;87292197;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110803;southbanktextilearchive;ashlandmuseumofprintedarts;100430;2024-11-08 10:35:36;600000.0;16498618;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110804;kai.romero;wexlercapital2;100021;2024-11-08 11:00:26;194000.0;35242525;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110805;yorkfieldfurnituredesignarch;yara.flores;100187;2024-11-08 11:54:08;565000.0;96187039;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110806;northbridgemuseumofmoderncra;nwhitmore_family2;100317;2024-11-08 13:30:45;1216000.0;96187039;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110807;orchardhousecommunityartsfou;DominicHale;100322;2024-11-08 13:32:34;146500.0;35242525;FAILED;4;25;2024-11;1;;FALSE;FALSE
24110808;highlandartistslegacytrust;elmsteadculturalmemoryprojec;100026;2024-11-08 15:21:21;300500.0;77404927;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
24110809;windermerepublicartconservan;santiago.jordan;100291;2024-11-08 17:08:18;456000.0;45562918;COMPLETED;4;25;2024-11;1;1;FALSE;FALSE
