p_id,name,category,owned_by,est_value,status
115317,Green Passage,PAINTING,stonefieldhistorichousefound,371000,INACTIVE
115597,"Samuel Serrat, Denver at Night, 2008",PHOTOGRAPH,fairmontdesignheritagecenter,246000,AVAILABLE
115624,Campaign Megaphone from the 1968 Election,HISTORIC_OBJECT,heritagerowdecorativeartsarc,128000,AVAILABLE
117657,"Journal of the Denver Expedition, 1956–1958",MANUSCRIPT,naomi.campbell,530000,SOLD
119101,"Harcourt Estate Painted Stage Backdrop, 1980",THEATRE_OBJECT,foxgloveculturalpreservation,433000,INACTIVE
119163,"Harcourt Estate Computing Prototype, 1992",TECHNOLOGY,windermeremuseumofmoderncraf,401000,UNDER_REVIEW
119507,Historic Household Interior Group — Group 5,COLLECTION,tanglewoodfolkartarchive,1721000,SOLD
121787,"Elena Kapoor, Orchard Interior, 1953",PAINTING,redcedarfolkartfoundation,1322000,FULLY_SUBSCRIBED
121893,Signal Field Print,PRINT,theo.foster,225000,RESERVED
122074,"Meridian Studio Archive, 1946–1976",ARCHIVAL_COLLECTION,heritagerowmaterialculturein,458000,INACTIVE
124877,"Harcourt Estate Processional Banner, 1762",TEXTILE,silvermarshdecorativeartsarc,709000,SOLD
126202,"Claude Monet, Nymphéas, c. 1916",PAINTING,heritagerowmaterialculturein,1071000,FULLY_SUBSCRIBED
126512,Festival Mask with 1912 Collection Notes,ETHNOGRAPHIC_OBJECT,elmsteadhistoricalsociety,673000,SOLD
128433,Harbour Series I Sculpture,SCULPTURE,elmsteadculturalmemoryprojec,877000,PARTIALLY_SUBSCRIBED
128486,Signed First Edition — Group 5,RARE_BOOK,liucollections,533000,AVAILABLE
129273,Championship Boxing Gloves — Group 5,SPORTS_MEMORABILIA,croth_alt,1078000,SOLD
129479,"Nadia Roth, New York at Night, 2011",PHOTOGRAPH,highlandartistslegacytru_org,652000,SOLD
129589,"Darius Ito, Signal Field, 1904",PAINTING,isaac.shah,1201000,FULLY_SUBSCRIBED
129634,Foundry Pressure Gauge,INDUSTRIAL_OBJECT,chloe.shah,1451000,SOLD
131223,"Riverside Theatre Stained-Glass Window, 1868",ARCHITECTURAL_ELEMENT,camila.park,483000,SOLD
133986,"Mercury Records Computing Prototype, 1986",TECHNOLOGY,windermeredesignheritage_org,991000,SOLD
135298,"Gabriel Mercer Tour Outfit and Backstage Passes, 1952",MUSIC_MEMORABILIA,hana.dubois,168000,SUBMITTED
136264,"Chicago Championship Match-Worn Jersey, 2017",SPORTS_MEMORABILIA,copperlinemuseumofphotograph,578000,AVAILABLE
136850,Coastal Survey Atlas — Group 3,MAP,emilia.sullivan_curator,324000,AVAILABLE
138766,Hand-Coloured Regional Map — Group 3,MAP,eva.howell,850000,WITHDRAWN
139077,Hand-Coloured Regional Map — Group 4,MAP,MWexler,1023000,SOLD
139741,Early Personal Computer — Group 2,TECHNOLOGY,reina.rivera,513000,RESERVED
139877,Festival Vestment Set — Group 3,RELIGIOUS_OBJECT,TheoKincaid,849000,SOLD
140144,"New York Railway Carriage Panel, 1889",TRANSPORTATION,quinn.cho,2871000,FULLY_SUBSCRIBED
140346,Miniature Effects Vehicle,FILM_PROP,elmsteadhistoricalsociety,334000,AVAILABLE
141325,"Linden Library Processional Banner, 1854",TEXTILE,yasmin.roberts,142000,UNDER_REVIEW
141827,"Harcourt Estate Computing Prototype, 1995",TECHNOLOGY,copperlinemuseumofphotograph,465000,AVAILABLE
141995,"Cypress Observatory Control Panel, 1963",INDUSTRIAL_OBJECT,tessa.lee,1343000,SOLD
142754,"Lucien Cole, Signal Field, 1815",PAINTING,noelle.lee,793000,SOLD
143193,"Mercury Records Archive, 2004–2034",ARCHIVAL_COLLECTION,oakhollowmuseumofappliedarts,821000,WITHDRAWN
143989,Victorian Era Monocle — Group 5,HISTORIC_OBJECT,westhavencraftpreservationso,775000,SOLD
144306,"Imani Havel, Three Cypress Trees, bronze, 1943",SCULPTURE,nathan.hassan,960000,SOLD
145862,"George Orwell, Nineteen Eighty-Four, first edition, 1949",RARE_BOOK,greatlakesindustrialartsmuse,416000,AVAILABLE
146179,"Nadia Ito, Study for Standing Form, 1902",DRAWING,tessa.lee,309000,SALE_PENDING
147603,Railway Engineering Map,MAP,jonah.irwin,211000,INACTIVE
148822,"Rowan Kwon, Savannah at Night, 1963",PHOTOGRAPH,HelenaVale,1414000,SOLD
149029,"Samuel Ortega, Portland at Night, 1894",PHOTOGRAPH,vivian.reyes_finance,228000,AVAILABLE
149940,"Mercury Records Processional Cross, c. 1775",RELIGIOUS_OBJECT,walkercollections,1402000,SOLD
150634,"Theo Navarro Precision Microscope, 1940",SCIENTIFIC_INSTRUMENT,MWexler,1250000,SOLD
152737,"Orion Press Control Panel, 1957",INDUSTRIAL_OBJECT,redcedarfolkartfoundation,633000,SOLD
153056,Annotated Travel Diary,MANUSCRIPT,harborlightmuseumofprintedar,755000,INACTIVE
153223,Salt Marsh at Dusk,PAINTING,celine.irwin,580000,SOLD
153383,"Arthur Ferrand, Monterey at Night, 1952",PHOTOGRAPH,harborlightdecorativeartsarc,172000,AVAILABLE
153577,"Journal of the Savannah Expedition, 1863–1865",MANUSCRIPT,cedarpointculturalmemoryproj,738000,REJECTED
153985,Harbour Series I — Group 2,PAINTING,robertsheritagesales,538000,UNDER_REVIEW
154684,Black Orchard Print,PRINT,rosemontmuseumofmoderncraftd,250000,AVAILABLE
154727,Blue Room with Fig Tree,PAINTING,ashlandmuseumofprintedarts,435000,INACTIVE
155449,Signed First Edition — Group 6,RARE_BOOK,meridiannorrisfineobjects,1396000,SOLD
155461,Historic Prayer Book,RELIGIOUS_OBJECT,cole.thomas_director,667000,SOLD
156117,"Camille Cole, Market Morning, 1763",PAINTING,vivienne.cross,1161000,SOLD
156607,"Iris Maren Studio Ceramic Vessel Set, 1953",CERAMIC,aaliyah.zimmerman,692000,SOLD
156829,"Amina Kwon, Harbour Series I, 1947",PAINTING,orchardhousecommunityartsfou,639000,SOLD
157311,"Lucien Bennett Library Chair, 1943",FURNITURE,timberlinerestorationfoundat,338000,INACTIVE
157531,Early Scientific Treatise — Group 3,RARE_BOOK,cole.thomas_director,100000,AVAILABLE
157794,"Riverside Theatre Control Panel, 1877",INDUSTRIAL_OBJECT,eastgateindustrialartsmuseum,696000,SOLD
157818,Victorian Mourning Brooch — Group 3,JEWELRY,akira.bennett,1247000,SOLD
160417,"Arthur Dawson, Factory Window, 1867",PAINTING,paola.santos,3380000,SOLD
161776,Jazz Club Upright Piano — Group 3,MUSICAL_INSTRUMENT,nathan.hassan,467000,AVAILABLE
162617,Altair 8800 Computer,TECHNOLOGY,georgia.park,1352000,FULLY_SUBSCRIBED
164957,"Priya Foster Studio Ceramic Vessel Set, 1805",CERAMIC,harborlightmuseumofprintedar,1164000,WITHDRAWN
165481,Ancient Coin Group,ARCHAEOLOGICAL_OBJECT,windermeredesignheritage_org,731000,SOLD
166270,"Gabriel Ortega, Detroit at Night, 1918",PHOTOGRAPH,elias.zhang,520000,AVAILABLE
166474,"Samuel Alvarez Couture Evening Coat, 1910",FASHION,abigail.lee_curator,1410000,FULLY_SUBSCRIBED
166988,Concert Poster Archive — Group 4,MUSIC_MEMORABILIA,oakhollowmuseumofappliedarts,862000,WITHDRAWN
168780,Market Morning,PAINTING,stonefieldmaterialcultureins,366000,INACTIVE
169596,Opera Scenery Panel,THEATRE_OBJECT,willowmererailwayhistorycent,419000,AVAILABLE
170673,"Screen-Used Signal Field Prop, 1991",FILM_PROP,DominicHale,589000,SOLD
173768,Early Television Camera — Group 2,FILM_AND_MEDIA,ashcroftcollection,1365000,SOLD
176037,Orchard Interior Print,PRINT,southbankmaterialcultureinst,117000,INACTIVE
181629,"Sofia Saito, Baltimore at Night, 1858",PHOTOGRAPH,pineharbormaterialcultureins,559000,RESERVED
182022,Study for a Procession Sculpture,SCULPTURE,quarrylanemuseumofphotograph,3593000,FULLY_SUBSCRIBED
183053,Stained-Glass Study Panel — Group 3,GLASS,ruby.reed,977000,SOLD
184983,Handwoven Wall Textile,TEXTILE,parkhurstcommunityartsfounda,99000,INACTIVE
187399,"Granite Bay Film Society Processional Banner, 1969",TEXTILE,felix.romero,808000,WITHDRAWN
187913,Orchard Interior Study,DRAWING,yara.flores,123000,INACTIVE
188782,"Rosa Saito Concert Violin, 1666",MUSICAL_INSTRUMENT,HelenaVale,255000,AVAILABLE
189251,Early Electron Microscope Control Unit,SCIENTIFIC_INSTRUMENT,rosemontmuseumofmoderncraftd,589000,INACTIVE
189968,Studio Ceramic Vessel Set — Group 11,CERAMIC,christian.tran,1574000,SOLD
190771,"Orion Press Ceremonial Presentation Object, 1889",HISTORIC_OBJECT,yasmin.roberts,759000,INACTIVE
191057,"Mercury Records Archive, 1810–1840",ARCHIVAL_COLLECTION,santiago.jordan,599000,SOLD
192387,Art Deco Silver Tea Service — Group 7,METALWORK,daniel.campbell,723000,SOLD
193010,"Samuel Novak, House at Low Tide, 1890",PAINTING,copperlinemuseumofphotograph,1621000,FULLY_SUBSCRIBED
193685,Studio Ceramic Collection — Group 4,COLLECTION,emilia.quinn,2301000,SOLD
195343,"Yayoi Kusama, Pumpkin, 1994",PAINTING,windermeredesignheritagecent,778000,INACTIVE
196138,Roger Federer Match-Used Racket,SPORTS_MEMORABILIA,parkhurstpublicartconservanc,359000,INACTIVE
196814,Brass Surveying Transit — Group 3,SCIENTIFIC_INSTRUMENT,croth_alt,390000,UNDER_REVIEW
197086,"Amara Ito Couture Evening Coat, 1958",FASHION,farah.stone,498000,UNDER_REVIEW
197805,Local Newspaper Photograph Archive — Group 7,ARCHIVAL_COLLECTION,delilah.kim,2116000,FULLY_SUBSCRIBED
199185,"Screen-Used Night Tram Prop, 1956",FILM_PROP,windermerepublicartconservan,149000,SUBMITTED
199567,"New Orleans Championship Match-Worn Jersey, 2010",SPORTS_MEMORABILIA,howardfineobjects,258000,UNDER_REVIEW
199878,"Screen-Used Coastal Light Prop, 1934",FILM_PROP,tanglewoodfolkartarchive,336000,AVAILABLE
199965,"Cypress Observatory Stained-Glass Window, 1844",ARCHITECTURAL_ELEMENT,TheoKincaid,968000,SOLD
200036,"Elias Serrat, Red Bridge, 1827",PAINTING,highlandartistslegacytrust,543000,SOLD
200159,Community Ritual Mask,ETHNOGRAPHIC_OBJECT,whiteclifffolkartarchive,764000,INACTIVE
201205,"Rafael Dawson, Harbour Series I, lithograph, 1990",PRINT,elmsteadhistoricalsociety,286000,AVAILABLE
201275,"Granite Bay Film Society Processional Cross, c. 1997",RELIGIOUS_OBJECT,naomi.campbell,149000,INACTIVE
201634,"Priya Navarro Library Chair, 1835",FURNITURE,windermerepublicartconservan,1656000,FULLY_SUBSCRIBED
201777,Winter Garden — Group 3,PAINTING,daniel.campbell,248000,SALE_PENDING
202462,Factory Window Sculpture,SCULPTURE,pineharborrailwayhistorycent,167000,INACTIVE
203633,Studio Ceramic Vessel Set — Group 3,CERAMIC,mina.singh,268000,INACTIVE
204315,"Meridian Studio Material Culture Collection, 1965–1990",COLLECTION,nadia_whitmore,795000,SOLD
204814,"Westhaven Works Ceremonial Presentation Object, 2002",HISTORIC_OBJECT,aldergrovefurnituredesignarc,455000,INACTIVE
205135,Designer Performance Costume,FASHION,chloe.singh,282000,INACTIVE
205164,"Amina Kapoor Concert Violin, 1830",MUSICAL_INSTRUMENT,cassidy.ito,179000,AVAILABLE
205521,Embroidered Civic Standard — Group 4,TEXTILE,henry.franklin,990000,SOLD
205706,"Valentina Ferrand Studio Ceramic Vessel Set, 1785",CERAMIC,CelesteRoth,334000,UNDER_REVIEW
205717,"Noelle Ferrand Precision Microscope, 1820",SCIENTIFIC_INSTRUMENT,lana.vasquez,1107000,SOLD
205973,Signed Recording Contract — Group 4,MUSIC_MEMORABILIA,croth_alt,420000,UNDER_REVIEW
207224,"Redwood Civic Association Silver Presentation Service, 1871",METALWORK,southbankmaritimeheritagemus,3749000,SOLD
209892,Telecommunications Switching Unit — Group 4,TECHNOLOGY,GrantMercer,438000,UNDER_REVIEW
210574,Art Deco Cinema Ticket Booth,ARCHITECTURAL_ELEMENT,aaron.olsen,1018000,INACTIVE
211719,"Amara Voss, Study for Coastal Light, 1774",DRAWING,eastgateindustrialartsmuseum,2196000,FULLY_SUBSCRIBED
211908,Philadelphia Photographic Album,PHOTOGRAPH,zane.thomas,752000,SOLD
212114,"Priya Navarro Couture Evening Coat, 2001",FASHION,ironwoodcraftpreservatio_org,1617000,SOLD
212622,The Reading Room,PAINTING,abigail.lee_curator,535000,INACTIVE
212918,Arcade Development Console — Group 2,TECHNOLOGY,emilia.sullivan_curator,708000,SOLD
212919,Exhibition Lighting Prototype,DESIGN_OBJECT,maplecrossinghistorichousefo,148000,INACTIVE
212947,"Santiago Kwon, Factory Window, bronze, 1918",SCULPTURE,mwexler_alt,686000,SOLD
213067,Studio with Copper Vessel Print,PRINT,quarrylanemuseumofphotograph,562000,UNDER_OFFER
215277,Cloud over the Foundry Sculpture,SCULPTURE,ronanA,558000,AVAILABLE
217499,"Chicago Championship Match-Worn Jersey, 1937",SPORTS_MEMORABILIA,yara.diaz,1396000,SOLD
218202,Walnut Reading Chair — Group 4,FURNITURE,longfellowestatecollection,275000,AVAILABLE
218710,"Sofia Ellis, Standing Form, 1763",PAINTING,harper.ellis,125000,UNDER_REVIEW
219025,"Alexander McQueen Runway Jacket, Autumn/Winter 1998",FASHION,brookfieldhistorichousefound,733000,INACTIVE
219438,Chicago Photographic Album,PHOTOGRAPH,abigail.martinez,2052000,SOLD
219444,Designer Performance Costume — Group 4,FASHION,GrantMercer,941000,SOLD
220190,"Theo Voss, Salt Marsh at Dusk, lithograph, 1874",PRINT,elmsteadculturalpreservation,144000,UNDER_REVIEW
221424,Orchard Interior — Group 2,PAINTING,HelenaVale,575000,SUBMITTED
221750,"Celia Morrow, After the Storm, bronze, 1895",SCULPTURE,imani.reed,760000,SOLD
222295,Roman Coin Hoard with Excavation Archive,ARCHAEOLOGICAL_OBJECT,pineharbormaterialcultureins,344000,INACTIVE
222455,Local Newspaper Photograph Archive — Group 6,ARCHIVAL_COLLECTION,imani.reed,887000,PARTIALLY_SUBSCRIBED
222944,"Monterey Championship Match-Worn Jersey, 1951",SPORTS_MEMORABILIA,noelle.lee,377000,UNDER_REVIEW
223652,The Long Platform Study,DRAWING,hearthstonefolkartarchive,321000,INACTIVE
224032,"Meridian Studio Silver Presentation Service, 1793",METALWORK,windermeredesignheritagecent,405000,INACTIVE
224351,"Riverside Theatre Ceremonial Presentation Object, 1781",HISTORIC_OBJECT,brookfieldhistorichousefound,856000,WITHDRAWN
224589,"Granite Bay Film Society Press, Illustrated First Edition, 1760",RARE_BOOK,harborlightdecorativeartsarc,226000,AVAILABLE
225275,Local Newspaper Photograph Archive — Group 3,ARCHIVAL_COLLECTION,hearthstonefolkartarchive,231000,INACTIVE
226153,"Screen-Used Market Morning Prop, 1935",FILM_PROP,aaron.olsen,167000,AVAILABLE
227312,"Sofia Ellis Art Glass Panel, 1924",GLASS,tanglewoodmuseumofmoderncraf,764000,SOLD
228725,Factory Time Clock,INDUSTRIAL_OBJECT,whiteclifffolkartarchive,256000,AVAILABLE
230140,"Elena Maren Tour Outfit and Backstage Passes, 1989",MUSIC_MEMORABILIA,celine.irwin,729000,SOLD
230652,Green Passage Sculpture,SCULPTURE,jonah.irwin,89000,AVAILABLE
231439,"Ansel Adams, Moonrise, Hernandez, New Mexico, 1941",PHOTOGRAPH,southbanktextilearchive,596000,SOLD
231572,"Riverside Theatre Processional Banner, 1965",TEXTILE,yasmin.roberts,313000,INACTIVE
232010,"Mara Serrat, Study for The Long Platform, 2015",DRAWING,zane.flores_director,322000,AVAILABLE
232156,"Ansel Ren Concert Violin, 2016",MUSICAL_INSTRUMENT,northbridgemuseumofmoderncra,260000,AVAILABLE
232532,Jazz Club Upright Piano — Group 2,MUSICAL_INSTRUMENT,priya.nelson,152000,AVAILABLE
233675,"Noelle Ingram Art Glass Panel, 1756",GLASS,yorkfieldfurnituredesignarch,167000,UNDER_REVIEW
234163,"Orion Press Press, Illustrated First Edition, 1872",RARE_BOOK,harborlightmuseumofprintedar,460000,INACTIVE
234215,"Jonas Ferrand Studio Ceramic Vessel Set, 1991",CERAMIC,abigail.lee_curator,265000,INACTIVE
234304,Three Cypress Trees Study,DRAWING,keira.nguyen,198000,AVAILABLE
234970,"Bay City Foundry Painted Stage Backdrop, 1768",THEATRE_OBJECT,aaron.olsen,676000,SOLD
235462,Telecommunications Switching Unit — Group 3,TECHNOLOGY,GrantMercer,766000,SOLD
235738,"Harcourt Estate Processional Cross, c. 1782",RELIGIOUS_OBJECT,liam.martin,520000,SOLD
236152,"Felix Serrat, Night Tram, lithograph, 1973",PRINT,HelenaVale,253000,UNDER_REVIEW
236882,"Philadelphia Railway Carriage Panel, 1935",TRANSPORTATION,yasmin.roberts,425000,AVAILABLE
238447,Modular Chair Prototype — Group 4,DESIGN_OBJECT,TheoKincaid,71000,UNDER_REVIEW
238536,"Monterey Championship Match-Worn Jersey, 1928",SPORTS_MEMORABILIA,georgia.lee,1041000,SOLD
239208,"Marc Chagall, The Circus, lithograph, 1967",PRINT,theo.foster,314000,INACTIVE
239210,"Gold and Enamel Memorial Brooch, c. 1878",JEWELRY,amir.saito_director,1303000,FULLY_SUBSCRIBED
239638,"Excavated Ceramic Vessel with Field Archive, c. 511",ARCHAEOLOGICAL_OBJECT,fairmontmaritimeheritagemuse,712000,SOLD
240117,"Amina Desai, Portland at Night, 1854",PHOTOGRAPH,ashlanddecorativeartsarchive,323000,AVAILABLE
240980,"Darius Maren, The Reading Room, lithograph, 1804",PRINT,eva.howell,597000,SOLD
241129,Victorian Era Monocle — Group 3,HISTORIC_OBJECT,kai.zimmerman,2636000,SOLD
243669,"Amara Novak Tour Outfit and Backstage Passes, 1968",MUSIC_MEMORABILIA,juniperridgepublicartconserv,507000,UNDER_REVIEW
246091,Public Transit Destination Sign,TRANSPORTATION,ravenwoodcraftpreservationso,306000,AVAILABLE
246285,"Blue Factory Window, 1934; acquired 1978",PAINTING,northbridgemuseumofmoderncra,180000,INACTIVE
246793,Science-Fiction Helmet Prop,FILM_PROP,malik.johnson,343000,AVAILABLE
246920,"David Hockney, Study for a Pool, 1970",PAINTING,reese.wilson,214000,AVAILABLE
247435,"Seattle Championship Match-Worn Jersey, 1962",SPORTS_MEMORABILIA,stonefieldmaterialcultureins,253000,AVAILABLE
247436,Annotated Shooting Script for a 1970s Science-Fiction Film,FILM_AND_MEDIA,sabrina.edwards,218000,AVAILABLE
248624,Machine Shop Sign — Group 4,INDUSTRIAL_OBJECT,pineharborrailwayhistorycent,1348000,SOLD
248747,"Noelle Havel Tour Outfit and Backstage Passes, 1974",MUSIC_MEMORABILIA,henry.reed,937000,SOLD
250349,Salt Marsh at Dusk — Group 2,PAINTING,orchardhousecommunityartsfou,478000,RESERVED
250789,"Journal of the Savannah Expedition, 1999–2001",MANUSCRIPT,silvermarshdecorativeartsarc,534000,INACTIVE
250790,"Darius Cole, Three Cypress Trees, 1756",PAINTING,leo.lane,1409000,INACTIVE
251857,Studio Ceramic Collection,COLLECTION,eastgateindustrialartsmuseum,555000,INACTIVE
253716,"Lucien Havel, Signal Field, lithograph, 1988",PRINT,vivian.reyes_finance,649000,INACTIVE
253939,"Milo Serrat, Blue Room with Fig Tree, 1894",PAINTING,ironwoodcraftpreservatio_org,1485000,INACTIVE
254108,Historic Motorcycle — Group 3,TRANSPORTATION,DominicHale,462000,UNDER_REVIEW
254303,Closed Theatre Records — Group 6,ARCHIVAL_COLLECTION,amir.saito_director,1034000,SOLD
259790,"Darius Mercer, The North Courtyard, 1947",PAINTING,redcedarfolkartfoundation,1291000,FULLY_SUBSCRIBED
261869,Walnut Reading Chair — Group 2,FURNITURE,southbanktextilearchive,875000,PARTIALLY_SUBSCRIBED
262905,"Mara Havel Tour Outfit and Backstage Passes, 2011",MUSIC_MEMORABILIA,castillocollections,930000,SOLD
263664,"Ansel Foster Couture Evening Coat, 1912",FASHION,mateo.williams,358000,RESERVED
263999,Ceremonial Chalice — Group 2,RELIGIOUS_OBJECT,harper.hernandez,660000,SOLD
264108,"Samuel Ferrand, After the Storm, bronze, 2001",SCULPTURE,DominicHale,986000,SOLD
264204,"Noelle Ortega, Monterey at Night, 1957",PHOTOGRAPH,vivian.reyes_finance,301000,AVAILABLE
264649,"Priya Desai, Black Orchard, lithograph, 1944",PRINT,stonefieldpublicartconservan,176000,AVAILABLE
265175,"Mercury Records Processional Cross, c. 1993",RELIGIOUS_OBJECT,orchardhousecommunityartsfou,54000,UNDER_REVIEW
265532,"Harcourt Estate Archive, 1964–1994",ARCHIVAL_COLLECTION,isaac.shah,832000,WITHDRAWN
265607,Three Cypress Trees,PAINTING,rosemonthistoricalsociety,2585000,FULLY_SUBSCRIBED
265809,"New York Championship Match-Worn Jersey, 1923",SPORTS_MEMORABILIA,oakhollowmuseumofappliedarts,2275000,SOLD
266484,Early Personal Computer — Group 4,TECHNOLOGY,avane_alt,230000,RESERVED
267493,"Mara Ito, Study for Three Cypress Trees, 1971",DRAWING,santiago.alvarez,352000,UNDER_OFFER
268002,"Rosa Caldwell Studio Ceramic Vessel Set, 1950",CERAMIC,brookfieldarchitecturalherit,973000,PARTIALLY_SUBSCRIBED
268057,"Gold and Enamel Memorial Brooch, c. 1798",JEWELRY,stonefieldmaterialcultureins,1130000,SOLD
268830,"Screen-Used House at Low Tide Prop, 1948",FILM_PROP,eastgatefolkartarchive,357000,AVAILABLE
269033,"Nadia Serrat Art Glass Panel, 1855",GLASS,cassidy.ito,2087000,FULLY_SUBSCRIBED
269413,Blade Runner Spinner Miniature,FILM_PROP,southbanktextilearchive,674000,INACTIVE
271215,"Amina Kwon, Savannah at Night, 1994",PHOTOGRAPH,quinn.campbell,187000,AVAILABLE
271485,"Roy Lichtenstein, Brushstroke, 1965",PRINT,northbridgemuseumofmoderncra,740000,REJECTED
273204,Astronomical Compendium,SCIENTIFIC_INSTRUMENT,southbanktextilearchive,1079000,INACTIVE
273454,Three Cypress Trees Sculpture,SCULPTURE,westhavencraftpreservationso,613000,SOLD
273821,"Elena Voss Couture Evening Coat, 1966",FASHION,tanglewoodculturalmemory_org,3159000,SOLD
274770,"Estate Collection of Studio Ceramics, 1948–1972",COLLECTION,redcedarfolkartfoundation,1700000,INACTIVE
275369,"Mateo Navarro Exhibition Lamp Prototype, 1986",DESIGN_OBJECT,leo.lane,1674000,FULLY_SUBSCRIBED
276333,Mineral Specimen Cabinet — Group 2,NATURAL_HISTORY,crossventuresart,3490000,SOLD
278538,"Samuel Ferrand, Factory Window, bronze, 1750",SCULPTURE,rosemontmuseumofmoderncraftd,1046000,FULLY_SUBSCRIBED
279206,Vintage Racing Car Body,TRANSPORTATION,stonefieldhistorichousefound,489000,INACTIVE
279849,Blue Room with Fig Tree Study,DRAWING,lucia76,587000,SOLD
280293,Handwritten Set List,MUSIC_MEMORABILIA,quarrylanemuseumofphotograph,2065000,INACTIVE
280387,"Camille Novak, Coastal Light, bronze, 1894",SCULPTURE,hearthstonefolkartarchive,1600000,FULLY_SUBSCRIBED
280568,"Amara Voss Couture Evening Coat, 1959",FASHION,rosemontmuseumofmoderncraftd,731000,SOLD
281194,"Journal of the Boston Expedition, 1901–1903",MANUSCRIPT,georgia.park,377000,INACTIVE
281549,Closed Theatre Records — Group 5,ARCHIVAL_COLLECTION,harper.flores,303000,INACTIVE
282531,Mosaic Interior Panel — Group 2,ARCHITECTURAL_ELEMENT,amir.miller,366000,AVAILABLE
282711,Championship Boxing Gloves — Group 3,SPORTS_MEMORABILIA,TheoKincaid,4733000,SOLD
283128,Studio with Copper Vessel Sculpture,SCULPTURE,brookfieldhistorichousefound,664000,SOLD
283165,"Ansel Kapoor Library Chair, 1860",FURNITURE,lana.vasquez,311000,AVAILABLE
283965,"Survey Map of Santa Clara, 1948",MAP,eastgaterailwayhistorycenter,889000,SOLD
284323,Blue Room with Fig Tree Sculpture,SCULPTURE,jade.campbell,1244000,FULLY_SUBSCRIBED
285747,"Granite Bay Film Society Painted Stage Backdrop, 1892",THEATRE_OBJECT,croth_alt,478000,RESERVED
285774,Miniature Effects Vehicle — Group 3,FILM_PROP,rosemontdesignheritagecenter,1004000,SOLD
287153,Local Newspaper Photograph Archive — Group 8,ARCHIVAL_COLLECTION,harborlightmuseumofprintedar,252000,AVAILABLE
289122,"Chicago Railway Carriage Panel, 2012",TRANSPORTATION,eastgatefolkartarchive,1124000,SOLD
290158,Studio Ceramic Collection — Group 2,COLLECTION,ironwoodcraftpreservatio_org,562000,INACTIVE
290172,Art Deco Silver Tea Service — Group 8,METALWORK,lorenzo.valdez,634000,SOLD
290902,"Andy Warhol, Flowers, 1964",PAINTING,foxgloveartistslegacytrust,5400000,DISPUTED
292709,"Gerhard Richter, Abstraktes Bild 747-1, 1991",PAINTING,isaac.shah,9400000,DISPUTED
293992,Hand-Coloured Regional Map,MAP,granitehillmuseumoflocalindu,377000,INACTIVE
294282,"Orion Press Press, Illustrated First Edition, 2000",RARE_BOOK,emilia.sullivan_curator,449000,UNDER_REVIEW
294305,"Santiago Saito Tour Outfit and Backstage Passes, 1955",MUSIC_MEMORABILIA,isabel.carter,1221000,FULLY_SUBSCRIBED
294517,Historic Household Interior Group — Group 4,COLLECTION,vivienne.cross,1815000,SOLD
295014,"Screen-Used Three Cypress Trees Prop, 1996",FILM_PROP,ari.turner,306000,UNDER_REVIEW
296458,"Darius Ren, Factory Window, bronze, 2012",SCULPTURE,ravenwoodcraftpreservationso,483000,SOLD
296669,River Bend Study,DRAWING,priya.nelson,385000,UNDER_REVIEW
296719,"Gold and Enamel Memorial Brooch, c. 2001",JEWELRY,redcedarfolkartfoundation,2036000,FULLY_SUBSCRIBED
